FlightID,RouteID,DepartureDateTime,AircraftType,TotalCapacity,FlightStatus,FuelCost,CrewCost,AirportCost,OtherOperatingCost
F004653,R003,2025-11-07 11:00:00,Airbus A320,180,Completed,10734.03,3574.22,2263.52,1359.53
F004654,R004,2025-11-07 10:00:00,Airbus A320,180,Delayed,10910.29,3709.55,1680.3,1315.35
F004655,R004,2025-11-07 19:45:00,Boeing 737,160,Completed,9816.25,3524.19,1991.41,557.05
F004656,R005,2025-11-07 10:30:00,Boeing 737,160,Completed,3091.68,1199.97,1857.91,747.06
F004657,R006,2025-11-07 17:00:00,Boeing 737,160,Completed,3258.08,1199.92,2721.13,1288.33
F004658,R007,2025-11-07 13:30:00,Airbus A320,180,Completed,3206.28,1334.89,2923.21,1469.46
F004659,R008,2025-11-07 21:45:00,Airbus A320,180,Completed,3354.08,1294.32,2387.81,654.36
F004660,R009,2025-11-07 22:00:00,Boeing 737,160,Completed,971.88,356.28,2116.33,754.66
F004661,R009,2025-11-07 09:30:00,Airbus A320,180,Completed,1060.46,386.32,2386.17,546.81
F004662,R010,2025-11-07 06:30:00,Boeing 737,160,Completed,1080.74,365.49,2506.61,1354.94
F004663,R010,2025-11-07 09:30:00,Boeing 737,160,Completed,1097.67,359.71,1687.89,711.4
F004664,R001,2025-11-08 11:00:00,Boeing 737,160,Completed,13923.65,4941.73,1933.41,970.52
F004665,R001,2025-11-08 13:00:00,Boeing 737,160,Completed,13535.36,4942.29,1877.14,1214.26
F004666,R002,2025-11-08 12:30:00,Airbus A320,180,Completed,13325.23,5038.9,2256.19,777.04
F004667,R003,2025-11-08 16:45:00,Boeing 737,160,Completed,10110.08,3795.65,2398.31,904.86
F004668,R003,2025-11-08 06:45:00,Boeing 737,160,Completed,9582.65,3647.12,1587.08,792.18
F004669,R004,2025-11-08 14:00:00,Boeing 737,160,Completed,9151.26,3546.4,1502.36,936.36
F004670,R004,2025-11-08 12:15:00,Airbus A320,180,Completed,10843.8,3556.41,2300.22,1444.12
F004671,R005,2025-11-08 06:30:00,Boeing 737,160,Completed,3319.84,1220.52,1675.45,518.21
F004672,R005,2025-11-08 18:30:00,Airbus A320,180,Completed,3576.89,1172.97,2534.91,930.56
F004673,R006,2025-11-08 07:15:00,Boeing 737,160,Completed,3219.53,1176.17,2284.86,959.93
F004674,R006,2025-11-08 10:30:00,Boeing 737,160,Completed,3102.67,1157.6,2078.21,767.63
F004675,R007,2025-11-08 13:00:00,Boeing 737,160,Completed,3847.25,1315.7,2036.84,1099.42
F004676,R008,2025-11-08 18:00:00,Airbus A320,180,Completed,3305.65,1294.83,2338.28,967.99
F004677,R009,2025-11-08 15:00:00,Boeing 737,160,Completed,942.95,378.47,2403.62,1335.77
F004678,R010,2025-11-08 20:30:00,Airbus A320,180,Completed,1075.3,362.84,2804.14,949.53
F004679,R010,2025-11-08 20:00:00,Airbus A320,180,Completed,1082.16,390.93,1559.78,1482.93
F004680,R001,2025-11-09 08:30:00,Airbus A320,180,Completed,14491.54,4895.23,2790.28,1074.96
F004681,R001,2025-11-09 20:15:00,Airbus A320,180,Completed,12507.42,5162.58,2494.99,1273.31
F004682,R002,2025-11-09 06:30:00,Airbus A320,180,Delayed,12810.98,5146.52,2312.15,1348.92
F004683,R002,2025-11-09 09:00:00,Boeing 737,160,Completed,13049.86,4756.71,2511.64,1466.38
F004684,R003,2025-11-09 19:30:00,Boeing 737,160,Completed,9202.06,3823.25,2867.86,1305.12
F004685,R003,2025-11-09 22:45:00,Airbus A320,180,Completed,10765.99,3757.51,2136.52,1423.2
F004686,R004,2025-11-09 18:30:00,Airbus A320,180,Completed,9505.32,3658.84,1962.3,570.14
F004687,R005,2025-11-09 14:30:00,Airbus A320,180,Completed,3591.56,1237.56,2129.37,1433.04
F004688,R006,2025-11-09 10:45:00,Airbus A320,180,Completed,3469.04,1211.08,2323.83,566.68
F004689,R007,2025-11-09 09:15:00,Airbus A320,180,Completed,3707.51,1297.87,2771.8,1008.89
F004690,R008,2025-11-09 14:00:00,Airbus A320,180,Completed,3191.16,1285.82,1649.88,1195.69
F004691,R009,2025-11-09 17:15:00,Airbus A320,180,Completed,1072.37,357.61,2692.2,714.5
F004692,R009,2025-11-09 19:15:00,Boeing 737,160,Completed,1034.59,369.08,2105.34,994.02
F004693,R010,2025-11-09 09:45:00,Airbus A320,180,Completed,978.16,381.85,2771.09,770.98
F004694,R010,2025-11-09 15:00:00,Boeing 737,160,Completed,937.81,382.76,1554.31,944.56
F004695,R001,2025-11-10 07:15:00,Boeing 737,160,Completed,14359.08,5194.95,1576.37,922.81
F004696,R001,2025-11-10 07:45:00,Airbus A320,180,Cancelled,12683.87,4906.01,2610.88,676.46
F004697,R002,2025-11-10 15:15:00,Airbus A320,180,Completed,14766.65,5070.11,1887.93,1088.69
F004698,R002,2025-11-10 21:15:00,Airbus A320,180,Completed,12564.09,5124.58,2879.55,980.44
F004699,R003,2025-11-10 19:45:00,Airbus A320,180,Completed,11151.62,3671.83,2909.47,1008.73
F004700,R004,2025-11-10 13:45:00,Boeing 737,160,Completed,10986.07,3817.35,1983.92,1473.92
F004701,R004,2025-11-10 10:30:00,Boeing 737,160,Completed,10754.25,3763.33,2243.35,620.37
F004702,R005,2025-11-10 12:45:00,Boeing 737,160,Completed,3442.01,1141.29,1934.21,724.4
F004703,R005,2025-11-10 06:30:00,Boeing 737,160,Completed,3569.53,1147.35,2065.53,1293.27
F004704,R006,2025-11-10 15:00:00,Boeing 737,160,Delayed,3528.61,1177.19,2095.27,994.2
F004705,R007,2025-11-10 10:45:00,Boeing 737,160,Completed,3481.66,1344.9,2822.02,1075.65
F004706,R007,2025-11-10 20:00:00,Airbus A320,180,Completed,3476.13,1312.93,1988.69,910.43
F004707,R008,2025-11-10 11:45:00,Boeing 737,160,Completed,3574.48,1295.78,1535.27,794.11
F004708,R008,2025-11-10 22:00:00,Airbus A320,180,Completed,3813.5,1270.1,2096.46,1432.92
F004709,R009,2025-11-10 20:00:00,Boeing 737,160,Completed,1077.51,366.97,2926.13,896.27
F004710,R010,2025-11-10 08:30:00,Airbus A320,180,Cancelled,1130.45,365.5,2223.74,835.46
F004711,R001,2025-11-11 15:45:00,Airbus A320,180,Cancelled,14943.34,4956.12,2971.62,544.8
F004712,R002,2025-11-11 19:00:00,Airbus A320,180,Completed,14139.86,4755.71,2565.04,1202.94
F004713,R003,2025-11-11 11:45:00,Boeing 737,160,Completed,9620.09,3518.3,2435.75,1490.7
F004714,R004,2025-11-11 08:15:00,Boeing 737,160,Completed,10747.89,3755.51,2723.31,1212.21
F004715,R005,2025-11-11 20:45:00,Airbus A320,180,Completed,3574.19,1162.63,1506.38,734.31
F004716,R005,2025-11-11 11:30:00,Boeing 737,160,Delayed,3350.12,1206.05,2537.41,911.87
F004717,R006,2025-11-11 13:30:00,Boeing 737,160,Completed,3398.51,1240.87,2250.87,934.34
F004718,R006,2025-11-11 08:45:00,Boeing 737,160,Completed,3179.24,1234.27,1859.64,1467.02
F004719,R007,2025-11-11 16:45:00,Boeing 737,160,Completed,3304.66,1246.56,2663.65,943.58
F004720,R008,2025-11-11 15:30:00,Airbus A320,180,Completed,3759.71,1235.0,1665.32,619.14
F004721,R008,2025-11-11 20:00:00,Airbus A320,180,Completed,3642.26,1343.76,1512.6,1464.02
F004722,R009,2025-11-11 17:00:00,Airbus A320,180,Completed,1035.0,388.57,1900.4,592.61
F004723,R010,2025-11-11 16:45:00,Boeing 737,160,Completed,1117.52,367.19,2095.72,650.47
F004724,R001,2025-11-12 13:30:00,Airbus A320,180,Completed,12319.19,4892.02,1780.63,1165.51
F004725,R001,2025-11-12 08:30:00,Boeing 737,160,Completed,13565.04,5079.38,2381.07,1255.29
F004726,R002,2025-11-12 08:15:00,Airbus A320,180,Completed,14640.23,4826.48,2001.86,566.92
F004727,R002,2025-11-12 11:45:00,Boeing 737,160,Delayed,12978.48,5132.31,2710.85,834.23
F004728,R003,2025-11-12 08:45:00,Airbus A320,180,Completed,10534.18,3548.75,2906.88,916.88
F004729,R004,2025-11-12 18:30:00,Airbus A320,180,Completed,9293.94,3562.3,2549.87,1415.94
F004730,R005,2025-11-12 13:15:00,Boeing 737,160,Completed,3023.61,1208.81,1892.56,1378.75
F004731,R005,2025-11-12 20:00:00,Boeing 737,160,Completed,3580.78,1128.89,1904.66,1190.99
F004732,R006,2025-11-12 20:00:00,Airbus A320,180,Completed,2968.76,1228.4,2401.64,1467.44
F004733,R007,2025-11-12 13:45:00,Airbus A320,180,Completed,3563.44,1315.88,2796.8,1227.41
F004734,R007,2025-11-12 09:15:00,Airbus A320,180,Completed,3536.31,1280.4,2888.93,749.74
F004735,R008,2025-11-12 22:00:00,Airbus A320,180,Completed,3536.07,1321.28,2412.04,511.92
F004736,R009,2025-11-12 09:30:00,Boeing 737,160,Completed,965.27,365.87,2759.03,839.92
F004737,R010,2025-11-12 09:00:00,Airbus A320,180,Cancelled,1003.13,390.79,1832.03,1457.2
F004738,R001,2025-11-13 07:15:00,Boeing 737,160,Completed,14369.06,5197.33,1645.82,1201.66
F004739,R001,2025-11-13 15:45:00,Boeing 737,160,Completed,14673.48,5178.1,1612.63,1412.59
F004740,R002,2025-11-13 19:45:00,Airbus A320,180,Completed,14363.31,4773.87,1672.13,1205.65
F004741,R002,2025-11-13 17:15:00,Airbus A320,180,Completed,14367.52,4728.03,2727.37,767.48
F004742,R003,2025-11-13 16:00:00,Boeing 737,160,Completed,9927.18,3825.64,1722.95,744.69
F004743,R003,2025-11-13 08:30:00,Airbus A320,180,Completed,9887.89,3865.01,2030.93,1215.43
F004744,R004,2025-11-13 19:45:00,Airbus A320,180,Completed,10134.66,3825.14,2268.44,596.55
F004745,R005,2025-11-13 15:30:00,Boeing 737,160,Completed,3138.42,1238.74,2354.71,1253.8
F004746,R006,2025-11-13 09:45:00,Airbus A320,180,Completed,3170.11,1191.37,1716.25,1224.11
F004747,R006,2025-11-13 16:15:00,Boeing 737,160,Completed,3442.68,1229.23,1534.45,1496.18
F004748,R007,2025-11-13 21:45:00,Airbus A320,180,Delayed,3239.25,1241.79,1648.11,717.57
F004749,R007,2025-11-13 17:30:00,Airbus A320,180,Completed,3350.14,1287.65,1677.86,1245.87
F004750,R008,2025-11-13 22:15:00,Boeing 737,160,Completed,3393.15,1341.53,2277.12,868.99
F004751,R008,2025-11-13 14:15:00,Airbus A320,180,Completed,3536.05,1263.14,2318.59,1009.95
F004752,R009,2025-11-13 06:45:00,Airbus A320,180,Completed,1002.35,378.23,1766.67,1164.3
F004753,R010,2025-11-13 10:45:00,Airbus A320,180,Completed,1067.24,360.49,2121.48,735.96
F004754,R010,2025-11-13 11:45:00,Airbus A320,180,Completed,973.1,364.81,2298.64,1113.02
F004755,R001,2025-11-14 16:45:00,Boeing 737,160,Completed,12689.57,5178.64,2892.47,1350.2
F004756,R001,2025-11-14 10:00:00,Boeing 737,160,Completed,14595.03,4948.58,2516.92,526.74
F004757,R002,2025-11-14 15:30:00,Boeing 737,160,Completed,12614.76,4893.85,2637.6,786.26
F004758,R003,2025-11-14 13:30:00,Boeing 737,160,Completed,9701.34,3874.38,2758.41,781.87
F004759,R003,2025-11-14 13:00:00,Boeing 737,160,Completed,10646.4,3576.17,1857.5,1200.22
F004760,R004,2025-11-14 19:45:00,Boeing 737,160,Completed,10941.76,3663.21,2229.53,1244.69
F004761,R004,2025-11-14 21:45:00,Boeing 737,160,Completed,10663.0,3770.43,1646.39,1161.87
F004762,R005,2025-11-14 15:00:00,Boeing 737,160,Cancelled,3273.07,1157.93,2202.41,1057.81
F004763,R006,2025-11-14 06:00:00,Airbus A320,180,Completed,3246.6,1185.11,2431.31,845.79
F004764,R006,2025-11-14 13:15:00,Airbus A320,180,Completed,3033.39,1167.15,2387.21,1441.18
F004765,R007,2025-11-14 10:30:00,Boeing 737,160,Completed,3426.84,1315.87,2215.34,1269.96
F004766,R008,2025-11-14 20:30:00,Airbus A320,180,Delayed,3487.35,1261.37,1747.28,606.65
F004767,R008,2025-11-14 22:30:00,Boeing 737,160,Completed,3238.69,1337.85,1922.96,809.01
F004768,R009,2025-11-14 13:45:00,Boeing 737,160,Completed,1034.93,377.08,2094.35,1265.86
F004769,R010,2025-11-14 22:30:00,Boeing 737,160,Completed,1092.54,355.89,2622.12,1167.15
F004770,R010,2025-11-14 20:30:00,Boeing 737,160,Completed,1001.45,374.11,2391.09,947.07
F004771,R001,2025-11-15 07:45:00,Boeing 737,160,Completed,14109.27,4790.44,2010.5,630.8
F004772,R001,2025-11-15 07:15:00,Airbus A320,180,Completed,13096.55,4742.7,2129.53,1165.16
F004773,R002,2025-11-15 15:45:00,Airbus A320,180,Completed,14006.84,4962.54,2689.66,1019.82
F004774,R002,2025-11-15 22:45:00,Boeing 737,160,Completed,14204.86,5071.91,1617.64,724.83
F004775,R003,2025-11-15 15:30:00,Boeing 737,160,Delayed,10567.78,3531.27,2568.51,835.32
F004776,R003,2025-11-15 20:15:00,Boeing 737,160,Completed,11072.57,3630.04,2445.55,587.38
F004777,R004,2025-11-15 20:15:00,Airbus A320,180,Completed,10127.45,3663.39,2101.54,696.7
F004778,R004,2025-11-15 18:30:00,Airbus A320,180,Completed,10692.71,3715.16,2433.42,993.46
F004779,R005,2025-11-15 08:45:00,Boeing 737,160,Completed,3469.61,1222.96,1530.49,1050.14
F004780,R005,2025-11-15 09:00:00,Boeing 737,160,Completed,3003.95,1158.96,2256.91,907.8
F004781,R006,2025-11-15 07:45:00,Boeing 737,160,Completed,3149.22,1166.83,1985.04,840.19
F004782,R006,2025-11-15 14:00:00,Airbus A320,180,Completed,3231.26,1203.74,2676.75,1490.89
F004783,R007,2025-11-15 22:00:00,Boeing 737,160,Completed,3675.81,1298.82,2029.56,1194.63
F004784,R008,2025-11-15 14:15:00,Boeing 737,160,Completed,3514.06,1304.23,2461.67,1376.57
F004785,R009,2025-11-15 19:30:00,Boeing 737,160,Completed,1053.01,385.82,1797.56,544.87
F004786,R009,2025-11-15 17:00:00,Airbus A320,180,Completed,951.22,372.68,2614.41,563.95
F004787,R010,2025-11-15 14:15:00,Boeing 737,160,Completed,993.03,390.63,2194.94,1175.51
F004788,R001,2025-11-16 21:45:00,Boeing 737,160,Completed,12933.76,5059.98,2731.17,888.0
F004789,R001,2025-11-16 16:45:00,Airbus A320,180,Completed,12382.17,5031.98,1513.61,1208.86
F004790,R002,2025-11-16 08:30:00,Boeing 737,160,Completed,13531.68,4938.8,2444.32,1185.72
F004791,R002,2025-11-16 11:00:00,Airbus A320,180,Completed,12483.59,5029.38,2364.63,535.23
F004792,R003,2025-11-16 18:45:00,Airbus A320,180,Completed,10364.69,3691.09,2502.76,974.57
F004793,R003,2025-11-16 08:45:00,Boeing 737,160,Completed,10662.07,3570.27,2652.07,868.25
F004794,R004,2025-11-16 22:15:00,Boeing 737,160,Completed,9580.42,3635.98,1795.84,1430.24
F004795,R004,2025-11-16 17:15:00,Airbus A320,180,Completed,9799.52,3671.87,2603.89,879.76
F004796,R005,2025-11-16 16:00:00,Airbus A320,180,Completed,3573.83,1218.8,2619.18,1161.19
F004797,R006,2025-11-16 22:15:00,Airbus A320,180,Completed,3470.66,1228.53,1902.04,1226.02
F004798,R007,2025-11-16 11:45:00,Boeing 737,160,Completed,3356.49,1307.34,2683.01,704.61
F004799,R008,2025-11-16 13:00:00,Airbus A320,180,Completed,3297.09,1341.24,2162.1,894.46
F004800,R008,2025-11-16 15:30:00,Boeing 737,160,Delayed,3581.97,1315.6,2374.6,563.63
F004801,R009,2025-11-16 18:45:00,Boeing 737,160,Completed,1131.11,357.61,2090.8,890.07
F004802,R009,2025-11-16 09:00:00,Airbus A320,180,Completed,1065.28,369.84,1584.73,1010.42
F004803,R010,2025-11-16 15:00:00,Boeing 737,160,Completed,967.71,379.76,2647.72,1392.0
F004804,R001,2025-11-17 21:15:00,Airbus A320,180,Completed,13244.66,4781.75,2882.87,1386.84
F004805,R002,2025-11-17 18:45:00,Airbus A320,180,Completed,13527.59,4732.79,2040.81,1016.83
F004806,R002,2025-11-17 07:45:00,Boeing 737,160,Completed,14934.79,5045.73,2879.9,884.18
F004807,R003,2025-11-17 16:30:00,Boeing 737,160,Completed,11115.41,3854.74,1514.2,1156.86
F004808,R004,2025-11-17 12:00:00,Boeing 737,160,Completed,11128.93,3651.79,2357.89,970.97
F004809,R005,2025-11-17 19:00:00,Boeing 737,160,Completed,2982.34,1180.23,2317.53,1035.74
F004810,R005,2025-11-17 08:30:00,Airbus A320,180,Completed,3255.26,1210.95,2612.77,1490.83
F004811,R006,2025-11-17 11:30:00,Boeing 737,160,Completed,3412.34,1170.56,2120.51,584.97
F004812,R006,2025-11-17 19:30:00,Airbus A320,180,Completed,3304.88,1147.19,1830.17,868.6
F004813,R007,2025-11-17 16:45:00,Boeing 737,160,Delayed,3786.12,1333.06,1792.44,1283.83
F004814,R008,2025-11-17 10:15:00,Boeing 737,160,Completed,3735.18,1263.64,1715.58,1353.86
F004815,R009,2025-11-17 09:30:00,Boeing 737,160,Completed,997.8,389.16,2473.38,800.32
F004816,R009,2025-11-17 11:45:00,Airbus A320,180,Completed,1100.6,373.96,2118.54,1175.89
F004817,R010,2025-11-17 07:45:00,Boeing 737,160,Completed,1110.14,364.48,2637.29,1423.3
F004818,R010,2025-11-17 09:30:00,Boeing 737,160,Completed,1033.92,357.14,2309.76,816.09
F004819,R001,2025-11-18 17:00:00,Airbus A320,180,Completed,13729.39,5024.5,1980.09,510.54
F004820,R001,2025-11-18 06:45:00,Airbus A320,180,Completed,13869.89,5100.34,1889.99,999.55
F004821,R002,2025-11-18 12:45:00,Airbus A320,180,Completed,13277.44,5113.39,2678.71,795.68
F004822,R003,2025-11-18 13:15:00,Boeing 737,160,Completed,9747.59,3671.4,1914.75,1074.08
F004823,R003,2025-11-18 13:15:00,Airbus A320,180,Completed,10309.68,3825.14,1734.33,1365.31
F004824,R004,2025-11-18 11:00:00,Boeing 737,160,Completed,9838.11,3574.34,2227.38,706.74
F004825,R004,2025-11-18 21:15:00,Airbus A320,180,Completed,11141.79,3525.96,2945.45,615.3
F004826,R005,2025-11-18 06:30:00,Boeing 737,160,Completed,3105.28,1144.11,2125.06,1124.31
F004827,R005,2025-11-18 19:15:00,Boeing 737,160,Completed,3116.51,1241.4,2230.22,736.24
F004828,R006,2025-11-18 18:00:00,Airbus A320,180,Completed,3319.66,1200.65,1639.7,1251.38
F004829,R006,2025-11-18 21:15:00,Airbus A320,180,Completed,3225.08,1152.95,2161.83,1028.72
F004830,R007,2025-11-18 22:45:00,Airbus A320,180,Completed,3529.71,1294.26,2519.96,1403.16
F004831,R007,2025-11-18 17:45:00,Boeing 737,160,Completed,3345.52,1320.43,2418.11,753.17
F004832,R008,2025-11-18 14:45:00,Boeing 737,160,Completed,3820.81,1249.07,2346.73,681.09
F004833,R008,2025-11-18 21:30:00,Airbus A320,180,Completed,3509.09,1253.5,2157.88,657.81
F004834,R009,2025-11-18 13:30:00,Airbus A320,180,Completed,1017.06,369.64,2722.23,1285.45
F004835,R010,2025-11-18 22:45:00,Airbus A320,180,Completed,1002.44,377.46,2503.22,1348.34
F004836,R001,2025-11-19 10:15:00,Boeing 737,160,Completed,13991.61,4716.59,1589.6,1089.19
F004837,R002,2025-11-19 15:30:00,Boeing 737,160,Completed,13444.11,4890.49,2325.79,784.38
F004838,R002,2025-11-19 16:00:00,Boeing 737,160,Completed,13006.06,5160.65,1935.67,625.69
F004839,R003,2025-11-19 09:15:00,Boeing 737,160,Completed,10376.5,3598.58,2825.02,555.32
F004840,R003,2025-11-19 19:30:00,Boeing 737,160,Completed,9548.24,3831.29,1792.12,1213.68
F004841,R004,2025-11-19 16:00:00,Airbus A320,180,Completed,11163.29,3565.15,1778.86,1203.93
F004842,R004,2025-11-19 18:00:00,Airbus A320,180,Completed,10275.12,3789.43,1987.82,970.69
F004843,R005,2025-11-19 21:15:00,Airbus A320,180,Completed,3496.96,1179.08,1571.1,1431.97
F004844,R006,2025-11-19 13:15:00,Airbus A320,180,Completed,3492.78,1177.54,2353.83,1157.35
F004845,R006,2025-11-19 21:30:00,Airbus A320,180,Completed,3578.07,1222.57,2631.12,1186.12
F004846,R007,2025-11-19 14:30:00,Boeing 737,160,Completed,3485.8,1235.91,2099.59,1445.15
F004847,R007,2025-11-19 06:00:00,Boeing 737,160,Completed,3828.04,1296.38,2566.01,1189.74
F004848,R008,2025-11-19 18:30:00,Boeing 737,160,Completed,3489.29,1238.2,1934.47,737.6
F004849,R009,2025-11-19 15:00:00,Airbus A320,180,Completed,1013.15,359.83,2188.22,819.49
F004850,R009,2025-11-19 20:15:00,Airbus A320,180,Completed,1090.53,367.11,1635.84,1379.27
F004851,R010,2025-11-19 07:30:00,Boeing 737,160,Delayed,1027.44,381.92,2647.22,1190.68
F004852,R010,2025-11-19 06:30:00,Boeing 737,160,Completed,1078.21,367.97,2439.98,641.94
F004853,R001,2025-11-20 17:00:00,Airbus A320,180,Completed,14267.97,5184.5,2023.8,1297.5
F004854,R002,2025-11-20 19:45:00,Airbus A320,180,Completed,12745.85,5088.34,2302.09,817.57
F004855,R003,2025-11-20 20:00:00,Boeing 737,160,Completed,10119.51,3856.05,2905.3,724.39
F004856,R004,2025-11-20 09:30:00,Boeing 737,160,Completed,9767.55,3589.62,1655.14,741.33
F004857,R005,2025-11-20 12:00:00,Airbus A320,180,Completed,3287.06,1132.56,2338.9,1183.47
F004858,R005,2025-11-20 22:15:00,Airbus A320,180,Completed,3448.88,1219.24,2893.3,923.38
F004859,R006,2025-11-20 12:45:00,Airbus A320,180,Completed,3159.82,1177.76,2901.46,974.8
F004860,R007,2025-11-20 17:30:00,Airbus A320,180,Completed,3726.22,1312.13,2630.11,827.14
F004861,R007,2025-11-20 09:00:00,Airbus A320,180,Completed,3838.17,1314.97,2503.63,941.92
F004862,R008,2025-11-20 17:00:00,Airbus A320,180,Completed,3200.52,1259.98,2737.62,1248.76
F004863,R009,2025-11-20 06:30:00,Airbus A320,180,Completed,1034.38,360.96,2013.92,1003.85
F004864,R010,2025-11-20 21:15:00,Boeing 737,160,Completed,1033.93,361.02,2911.8,516.42
F004865,R010,2025-11-20 15:00:00,Airbus A320,180,Completed,937.84,372.76,2924.97,1262.73
F004866,R001,2025-11-21 09:45:00,Airbus A320,180,Completed,12288.76,5034.7,2142.18,1180.53
F004867,R002,2025-11-21 08:30:00,Airbus A320,180,Completed,13965.57,5182.26,1634.0,1147.9
F004868,R003,2025-11-21 14:45:00,Airbus A320,180,Completed,9229.16,3522.7,2743.89,835.72
F004869,R004,2025-11-21 07:15:00,Boeing 737,160,Completed,10409.25,3515.93,2811.21,1070.68
F004870,R004,2025-11-21 07:45:00,Airbus A320,180,Completed,10370.24,3621.02,1862.99,937.09
F004871,R005,2025-11-21 22:00:00,Boeing 737,160,Completed,3455.51,1175.38,2343.63,903.45
F004872,R005,2025-11-21 21:15:00,Boeing 737,160,Completed,3139.2,1167.23,2264.98,1243.8
F004873,R006,2025-11-21 07:15:00,Boeing 737,160,Completed,3168.65,1221.54,2659.19,1371.18
F004874,R006,2025-11-21 11:30:00,Airbus A320,180,Completed,3362.99,1232.19,2418.86,1329.8
F004875,R007,2025-11-21 18:15:00,Boeing 737,160,Completed,3716.17,1311.44,1889.77,711.72
F004876,R007,2025-11-21 06:30:00,Airbus A320,180,Completed,3522.55,1239.14,1974.27,801.59
F004877,R008,2025-11-21 09:45:00,Boeing 737,160,Completed,3571.07,1282.25,2171.73,573.52
F004878,R008,2025-11-21 06:00:00,Airbus A320,180,Completed,3856.64,1340.88,2866.55,602.65
F004879,R009,2025-11-21 13:30:00,Airbus A320,180,Completed,1049.63,380.71,2324.27,864.83
F004880,R010,2025-11-21 18:30:00,Airbus A320,180,Completed,979.36,370.59,2992.99,869.69
F004881,R001,2025-11-22 09:15:00,Airbus A320,180,Completed,12847.58,4755.96,2162.06,1093.5
F004882,R002,2025-11-22 18:15:00,Boeing 737,160,Completed,14392.86,5169.83,2376.01,1427.88
F004883,R002,2025-11-22 15:45:00,Airbus A320,180,Completed,13241.86,4977.41,2446.31,1147.56
F004884,R003,2025-11-22 09:45:00,Boeing 737,160,Completed,10461.71,3540.46,2005.28,996.04
F004885,R003,2025-11-22 19:00:00,Airbus A320,180,Completed,9487.96,3853.64,2740.47,765.06
F004886,R004,2025-11-22 20:00:00,Airbus A320,180,Completed,9813.83,3820.54,1893.74,604.79
F004887,R004,2025-11-22 11:45:00,Airbus A320,180,Completed,9714.25,3634.77,2489.4,1239.86
F004888,R005,2025-11-22 19:30:00,Airbus A320,180,Completed,3108.19,1206.99,2758.92,1298.16
F004889,R006,2025-11-22 13:45:00,Boeing 737,160,Completed,3106.45,1188.71,2742.74,635.04
F004890,R007,2025-11-22 12:45:00,Boeing 737,160,Completed,3591.94,1337.24,2603.91,812.46
F004891,R008,2025-11-22 21:45:00,Boeing 737,160,Completed,3670.07,1280.19,2489.84,621.07
F004892,R009,2025-11-22 14:30:00,Boeing 737,160,Completed,1089.54,371.58,1685.96,852.3
F004893,R009,2025-11-22 15:15:00,Airbus A320,180,Completed,998.31,369.71,2335.48,643.38
F004894,R010,2025-11-22 10:00:00,Boeing 737,160,Completed,1035.36,390.41,2794.63,860.09
F004895,R010,2025-11-22 08:00:00,Airbus A320,180,Completed,981.84,360.26,2951.61,862.03
F004896,R001,2025-11-23 21:30:00,Boeing 737,160,Completed,13252.56,5149.29,2254.98,561.76
F004897,R002,2025-11-23 22:15:00,Boeing 737,160,Completed,13445.34,4935.55,1726.95,688.15
F004898,R002,2025-11-23 15:00:00,Boeing 737,160,Completed,14038.78,4807.39,2294.25,605.32
F004899,R003,2025-11-23 10:45:00,Airbus A320,180,Completed,9459.26,3598.76,1731.98,909.43
F004900,R004,2025-11-23 20:45:00,Airbus A320,180,Completed,9729.46,3833.07,2003.61,1006.61
F004901,R004,2025-11-23 22:00:00,Airbus A320,180,Delayed,10685.66,3705.82,2169.52,1206.38
F004902,R005,2025-11-23 10:30:00,Airbus A320,180,Completed,3336.98,1151.63,1609.39,917.08
F004903,R005,2025-11-23 17:45:00,Boeing 737,160,Completed,3585.98,1227.12,2625.4,903.29
F004904,R006,2025-11-23 06:30:00,Boeing 737,160,Completed,3204.49,1178.82,2158.71,1001.4
F004905,R006,2025-11-23 11:00:00,Boeing 737,160,Completed,2989.72,1143.26,2569.75,1277.04
F004906,R007,2025-11-23 21:45:00,Boeing 737,160,Completed,3413.77,1256.67,2872.71,1054.58
F004907,R008,2025-11-23 12:15:00,Boeing 737,160,Completed,3634.22,1319.88,2497.12,1387.04
F004908,R009,2025-11-23 22:00:00,Boeing 737,160,Completed,1007.52,365.76,2726.71,657.52
F004909,R010,2025-11-23 10:00:00,Boeing 737,160,Completed,1104.88,363.61,2292.76,1193.12
F004910,R010,2025-11-23 17:15:00,Boeing 737,160,Completed,948.35,365.62,2827.94,1394.09
F004911,R001,2025-11-24 09:30:00,Airbus A320,180,Completed,12921.18,5103.01,2790.38,1079.8
F004912,R001,2025-11-24 08:00:00,Airbus A320,180,Completed,14360.92,4708.59,2130.36,683.35
F004913,R002,2025-11-24 17:00:00,Airbus A320,180,Completed,13332.57,5173.03,2115.6,1488.86
F004914,R002,2025-11-24 11:15:00,Airbus A320,180,Completed,14600.29,4947.26,2458.65,631.83
F004915,R003,2025-11-24 09:15:00,Airbus A320,180,Delayed,11090.46,3544.06,2688.11,744.71
F004916,R003,2025-11-24 07:45:00,Boeing 737,160,Completed,9269.81,3702.84,1549.75,823.08
F004917,R004,2025-11-24 21:00:00,Airbus A320,180,Completed,9413.76,3734.51,2285.18,537.17
F004918,R004,2025-11-24 21:30:00,Boeing 737,160,Completed,10898.76,3663.44,2093.49,1432.78
